ws_id,extraction_type_class,quality_group,waterpoint_type_group
35918,gravity,good,other
35919,gravity,good,communal standpipe
35921,gravity,good,communal standpipe
35922,wind-powered,good,communal standpipe
35923,submersible,good,communal standpipe
35924,other,good,other
35926,handpump,salty,hand pump
35927,handpump,good,hand pump
35928,gravity,good,communal standpipe
35929,gravity,good,communal standpipe
35930,gravity,good,communal standpipe
35931,handpump,good,hand pump
35932,gravity,good,communal standpipe
35933,motorpump,good,communal standpipe
35934,handpump,good,hand pump
35935,gravity,good,communal standpipe
35936,handpump,good,hand pump
35938,handpump,good,hand pump
35939,gravity,good,communal standpipe
35940,motorpump,good,communal standpipe
35941,handpump,good,hand pump
35942,other,good,communal standpipe
35943,handpump,good,hand pump
35944,other,milky,other
35945,handpump,good,hand pump
35946,gravity,good,communal standpipe
35947,handpump,good,hand pump
35948,handpump,salty,hand pump
35949,gravity,good,communal standpipe
35951,handpump,good,hand pump
35953,submersible,salty,communal standpipe
35954,gravity,good,communal standpipe
35955,other,good,other
35956,other,good,other
35957,handpump,good,hand pump
35958,gravity,good,communal standpipe
35959,submersible,salty,communal standpipe
35960,submersible,good,communal standpipe
35961,gravity,good,communal standpipe
35962,handpump,good,hand pump
35963,other,good,communal standpipe
35964,gravity,good,communal standpipe
35965,other,good,hand pump
35966,gravity,good,communal standpipe
35967,gravity,good,communal standpipe
35968,handpump,good,hand pump
35969,motorpump,good,communal standpipe
35970,handpump,,hand pump
35971,handpump,milky,hand pump
35972,gravity,good,communal standpipe
35973,gravity,good,communal standpipe
35974,gravity,good,communal standpipe
35975,handpump,good,hand pump
35976,handpump,good,hand pump
35977,gravity,good,other
35978,handpump,good,hand pump
35979,gravity,fluoride,communal standpipe
35980,gravity,good,communal standpipe
35981,other,good,hand pump
35982,submersible,good,communal standpipe
35983,submersible,good,communal standpipe
35984,other,good,other
35985,gravity,good,communal standpipe
35986,gravity,good,communal standpipe
35987,gravity,good,communal standpipe
35988,gravity,good,communal standpipe
35989,other,salty,other
35991,submersible,good,communal standpipe
35992,submersible,good,communal standpipe
35993,submersible,good,communal standpipe
35994,gravity,,communal standpipe
35996,handpump,good,hand pump
35998,gravity,good,communal standpipe
35999,gravity,good,communal standpipe
36001,other,good,communal standpipe
36002,handpump,good,hand pump
36003,handpump,good,hand pump
36004,gravity,good,communal standpipe
36005,handpump,good,hand pump
36006,handpump,good,hand pump
36008,handpump,good,hand pump
36009,other,good,other
36010,handpump,good,hand pump
36011,motorpump,good,communal standpipe
36012,gravity,good,communal standpipe
36013,gravity,good,communal standpipe
36014,handpump,good,hand pump
36016,submersible,,other
36017,gravity,good,communal standpipe
36018,submersible,salty,communal standpipe
36019,handpump,colored,hand pump
36021,handpump,good,hand pump
36022,handpump,salty,hand pump
36023,handpump,good,hand pump
36024,submersible,good,communal standpipe
36025,gravity,salty,communal standpipe
36026,handpump,good,hand pump
36027,submersible,good,communal standpipe
36028,gravity,good,communal standpipe
36029,handpump,good,hand pump
36030,gravity,good,communal standpipe
36031,gravity,good,communal standpipe
36032,gravity,,communal standpipe
36033,other,good,hand pump
36034,gravity,good,communal standpipe
36035,handpump,good,hand pump
36036,gravity,good,communal standpipe
36037,handpump,good,hand pump
36038,gravity,good,communal standpipe
36040,motorpump,salty,communal standpipe
36041,handpump,good,hand pump
36042,handpump,good,hand pump
36043,handpump,good,hand pump
36044,handpump,good,hand pump
36045,handpump,good,hand pump
36046,submersible,good,communal standpipe
36047,other,,communal standpipe
36048,handpump,good,hand pump
36049,gravity,good,communal standpipe
36050,handpump,colored,hand pump
36051,handpump,good,hand pump
36052,other,good,hand pump
36053,gravity,good,communal standpipe
36054,motorpump,good,communal standpipe
36055,gravity,salty,communal standpipe
36056,handpump,good,hand pump
36057,other,good,other
36058,handpump,good,hand pump
36059,handpump,good,hand pump
36060,gravity,good,communal standpipe
36061,gravity,good,communal standpipe
36063,submersible,good,communal standpipe
36065,gravity,good,communal standpipe
36066,other,salty,hand pump
36067,other,good,other
36068,gravity,good,communal standpipe
36070,handpump,milky,hand pump
36071,gravity,good,communal standpipe
36072,gravity,good,communal standpipe
36073,gravity,good,communal standpipe
36074,gravity,good,communal standpipe
36075,gravity,good,communal standpipe
36076,handpump,colored,hand pump
36077,handpump,good,hand pump
36078,handpump,good,hand pump
36079,gravity,good,communal standpipe
36080,gravity,good,communal standpipe
36081,gravity,good,communal standpipe
36082,motorpump,fluoride,communal standpipe
36083,gravity,good,communal standpipe
36084,handpump,good,hand pump
36085,handpump,,hand pump
36086,handpump,good,hand pump
36088,gravity,good,other
36089,submersible,good,communal standpipe
36090,handpump,good,hand pump
36091,gravity,good,communal standpipe
36092,handpump,good,hand pump
36093,gravity,good,communal standpipe
36094,handpump,good,hand pump
36095,gravity,good,communal standpipe
36096,gravity,good,communal standpipe
36097,gravity,good,communal standpipe
36099,motorpump,good,communal standpipe
36100,motorpump,salty,communal standpipe
36101,gravity,good,communal standpipe
36102,gravity,good,communal standpipe
36103,handpump,salty,hand pump
36104,handpump,good,hand pump
36105,gravity,,communal standpipe
36106,gravity,good,communal standpipe
36108,gravity,good,other
36109,handpump,good,hand pump
36110,submersible,good,communal standpipe
36111,gravity,good,other
36112,other,good,other
36113,gravity,good,communal standpipe
36114,handpump,salty,hand pump
36115,other,milky,other
36116,gravity,good,communal standpipe
36117,handpump,good,hand pump
36118,other,salty,other
36119,gravity,good,communal standpipe
36120,gravity,good,communal standpipe
36121,handpump,good,hand pump
36122,handpump,salty,hand pump
36123,submersible,good,communal standpipe
36124,handpump,salty,hand pump
36125,gravity,good,communal standpipe
36126,gravity,good,communal standpipe
36127,gravity,good,communal standpipe
36128,handpump,good,hand pump
36129,motorpump,good,communal standpipe
36130,gravity,good,communal standpipe
36131,submersible,good,communal standpipe
36132,gravity,good,communal standpipe
36133,other,good,communal standpipe
36134,submersible,salty,communal standpipe
36135,handpump,salty,hand pump
36137,motorpump,fluoride,other
36138,handpump,good,hand pump
36139,handpump,good,hand pump
36140,gravity,good,communal standpipe
36141,gravity,good,communal standpipe
36142,submersible,good,communal standpipe
36143,handpump,salty,hand pump
36144,handpump,good,communal standpipe
36145,gravity,good,communal standpipe
36146,gravity,good,communal standpipe
36147,gravity,good,communal standpipe
36148,gravity,good,communal standpipe
36149,motorpump,good,communal standpipe
36150,handpump,colored,hand pump
36151,gravity,good,communal standpipe
36152,gravity,good,communal standpipe
36153,handpump,good,hand pump
36154,gravity,good,communal standpipe
36155,gravity,good,communal standpipe
36156,gravity,good,communal standpipe
36157,submersible,good,communal standpipe
36158,gravity,good,communal standpipe
36159,submersible,good,communal standpipe
36160,gravity,good,communal standpipe
36161,handpump,good,hand pump
36162,gravity,good,communal standpipe
36163,gravity,good,communal standpipe
36164,gravity,good,communal standpipe
36165,gravity,good,communal standpipe
36166,gravity,good,communal standpipe
36167,motorpump,good,communal standpipe
36169,handpump,salty,hand pump
36170,gravity,good,communal standpipe
36171,gravity,good,communal standpipe
36172,gravity,good,communal standpipe
36174,handpump,good,hand pump
36175,gravity,good,communal standpipe
36176,gravity,good,communal standpipe
36177,handpump,,hand pump
36178,handpump,,hand pump
36179,gravity,good,communal standpipe
36180,gravity,good,communal standpipe
36181,handpump,good,hand pump
36182,gravity,good,communal standpipe
36183,gravity,good,communal standpipe
36184,gravity,good,communal standpipe
36185,gravity,good,communal standpipe
36186,handpump,good,hand pump
36187,other,milky,other
36188,gravity,good,communal standpipe
36189,submersible,good,communal standpipe
36190,gravity,good,communal standpipe
36191,submersible,good,communal standpipe
36192,other,,communal standpipe
36193,gravity,good,communal standpipe
36194,gravity,good,communal standpipe
36195,handpump,good,hand pump
36196,handpump,good,hand pump
36197,gravity,good,communal standpipe
36198,submersible,good,communal standpipe
36199,handpump,good,hand pump
36200,other,milky,other
36201,handpump,good,hand pump
36202,gravity,good,communal standpipe
36203,gravity,good,communal standpipe
36204,submersible,salty,communal standpipe
36206,submersible,good,communal standpipe
36210,other,good,other
36211,gravity,good,communal standpipe
36212,handpump,good,hand pump
36213,other,good,other
36214,handpump,good,hand pump
36215,other,good,other
36216,handpump,salty,hand pump
36218,gravity,good,communal standpipe
36219,gravity,good,communal standpipe
36220,other,good,hand pump
36221,submersible,good,communal standpipe
36222,handpump,good,hand pump
36223,handpump,salty,hand pump
36224,other,good,other
36225,handpump,good,hand pump
36226,motorpump,good,communal standpipe
36227,submersible,salty,communal standpipe
36228,other,good,other
36229,handpump,salty,hand pump
36230,gravity,good,communal standpipe
36231,submersible,,communal standpipe
36232,gravity,good,communal standpipe
36233,handpump,good,hand pump
36234,gravity,good,communal standpipe
36235,handpump,good,hand pump
36236,handpump,salty,hand pump
36237,gravity,good,communal standpipe
36238,handpump,salty,hand pump
36239,gravity,good,communal standpipe
36240,gravity,good,communal standpipe
36241,submersible,good,communal standpipe
36242,gravity,good,communal standpipe
36243,handpump,good,hand pump
36244,gravity,good,communal standpipe
36245,motorpump,salty,communal standpipe
36246,handpump,good,hand pump
36247,handpump,good,hand pump
36248,other,good,improved spring
36249,other,milky,other
36250,gravity,good,communal standpipe
36251,gravity,good,communal standpipe
36252,handpump,good,hand pump
36253,handpump,good,hand pump
36255,gravity,good,communal standpipe
36256,handpump,good,hand pump
36257,gravity,good,communal standpipe
36259,gravity,good,communal standpipe
36260,gravity,good,communal standpipe
36261,other,good,other
36262,gravity,good,communal standpipe
36263,gravity,good,communal standpipe
36264,handpump,good,hand pump
36265,other,good,communal standpipe
36266,handpump,good,other
36267,other,good,other
36268,gravity,good,communal standpipe
36269,other,milky,other
36270,gravity,good,communal standpipe
36271,gravity,good,communal standpipe
36272,gravity,good,communal standpipe
36273,other,good,other
36274,handpump,good,hand pump
36275,other,salty,other
36276,gravity,colored,communal standpipe
36277,handpump,good,hand pump
36278,handpump,good,hand pump
36279,other,good,other
36280,gravity,good,communal standpipe
36281,gravity,good,communal standpipe
36282,other,good,other
36283,gravity,good,communal standpipe
36284,handpump,salty,hand pump
36285,gravity,good,communal standpipe
36287,handpump,good,hand pump
36288,gravity,good,communal standpipe
36289,gravity,good,communal standpipe
36290,gravity,good,communal standpipe
36291,handpump,salty,hand pump
36293,gravity,good,communal standpipe
36294,gravity,good,communal standpipe
36296,submersible,salty,communal standpipe
36297,submersible,salty,communal standpipe
36298,gravity,good,communal standpipe
36299,gravity,good,communal standpipe
36300,other,good,hand pump
36302,gravity,good,communal standpipe
36303,submersible,good,communal standpipe
36305,other,salty,other
36307,gravity,good,communal standpipe
36308,gravity,good,communal standpipe
